timestamp,equipment_id,fault_code,description,severity,action_taken,downtime_hours,technician
2024-12-19T12:08:00,RM-002,RM-F006,AGC calibration drift,low,Applied weld overlay repair,27.0,Tech-675
2024-12-19T18:19:00,BF-002,BF-F004,Hearth erosion detected,critical,Replaced filter cartridge,69.3,Tech-806
2024-12-20T01:06:00,BF-002,BF-F005,Gas leak at top seal,medium,Recalibrated sensors,17.1,Tech-177
2024-12-21T16:33:00,BOF-001,BOF-F004,Slopping event,medium,Applied weld overlay repair,59.3,Tech-365
2024-12-22T15:06:00,CC-002,CC-F004,Roll misalignment,medium,Conducted hot repair of refractory,52.1,Tech-563
2024-12-25T13:20:00,LF-001,LF-F004,Roof water leak,critical,Applied weld overlay repair,10.5,Tech-383
2024-12-25T17:17:00,BOF-002,BOF-F001,Refractory hot spot,critical,Tightened connections and re-sealed,39.0,Tech-431
2024-12-30T17:24:00,CC-001,CC-F002,Mold sticking detected,high,Recalibrated sensors,13.8,Tech-699
2025-01-01T02:50:00,CC-001,CC-F006,Spray nozzle blockage,low,Replaced cooling element,28.9,Tech-539
2025-01-01T06:28:00,BF-002,BF-F005,Gas leak at top seal,medium,Applied temporary fix; permanent repair scheduled,33.6,Tech-972
2025-01-02T01:25:00,RM-002,RM-F005,Motor insulation degradation,high,Applied temporary fix; permanent repair scheduled,14.1,Tech-225
2025-01-02T09:16:00,CC-001,CC-F005,Tundish nozzle erosion,medium,Replaced bearing assembly,37.2,Tech-609
2025-01-03T22:15:00,RM-001,RM-F006,AGC calibration drift,low,Replaced damaged component,48.2,Tech-576
2025-01-04T03:05:00,RM-003,RM-F003,Roll surface spalling,high,Replaced damaged component,67.9,Tech-555
2025-01-04T08:05:00,RM-001,RM-F001,Main motor bearing failure,critical,Replaced bearing assembly,48.0,Tech-764
2025-01-05T19:48:00,BOF-002,BOF-F005,Tap hole blockage,medium,Conducted hot repair of refractory,45.2,Tech-878
2025-01-07T16:51:00,LF-002,LF-F004,Roof water leak,critical,Realigned coupling assembly,49.1,Tech-131
2025-01-08T05:23:00,RM-001,RM-F004,Hydraulic oil contamination,medium,Replaced bearing assembly,15.5,Tech-373
2025-01-08T23:08:00,BF-001,BF-F005,Gas leak at top seal,medium,Performed emergency repair,65.5,Tech-434
2025-01-09T02:50:00,LF-002,LF-F004,Roof water leak,critical,Recalibrated sensors,1.5,Tech-649
2025-01-11T05:16:00,LF-001,LF-F002,Ladle refractory failure,critical,Applied weld overlay repair,7.9,Tech-687
2025-01-12T21:47:00,BF-002,BF-F004,Hearth erosion detected,critical,Replaced filter cartridge,19.2,Tech-490
2025-01-13T09:46:00,RM-002,RM-F002,Gear coupling misalignment,high,Replaced bearing assembly,56.0,Tech-681
2025-01-16T14:47:00,RM-003,RM-F006,AGC calibration drift,low,Performed emergency repair,42.0,Tech-617
2025-01-17T22:09:00,BF-002,BF-F002,Cooling water leak,high,Replaced cooling element,28.3,Tech-710
2025-01-18T12:28:00,LF-002,LF-F004,Roof water leak,critical,Recalibrated sensors,27.4,Tech-799
2025-01-20T04:10:00,BOF-001,BOF-F005,Tap hole blockage,medium,Adjusted operating parameters,59.9,Tech-889
2025-01-20T10:11:00,CC-001,CC-F005,Tundish nozzle erosion,medium,Conducted hot repair of refractory,65.7,Tech-450
2025-01-21T17:30:00,RM-003,RM-F004,Hydraulic oil contamination,medium,Replaced damaged component,46.0,Tech-819
2025-01-23T12:52:00,BF-002,BF-F005,Gas leak at top seal,medium,Replaced bearing assembly,68.8,Tech-923
2025-01-24T04:52:00,LF-002,LF-F005,Hydraulic roof lift failure,medium,Replaced filter cartridge,17.8,Tech-686
2025-01-24T10:28:00,RM-002,RM-F007,Coolant nozzle blockage,low,Replaced bearing assembly,31.3,Tech-943
2025-01-26T16:33:00,CC-001,CC-F003,SEN clogging,high,Recalibrated sensors,69.6,Tech-936
2025-01-27T13:11:00,BOF-001,BOF-F005,Tap hole blockage,medium,Conducted hot repair of refractory,45.9,Tech-810
2025-01-27T18:02:00,RM-002,RM-F003,Roll surface spalling,high,Tightened connections and re-sealed,11.5,Tech-560
2025-01-29T18:12:00,CC-002,CC-F001,Breakout event,critical,Applied temporary fix; permanent repair scheduled,3.7,Tech-546
2025-01-31T11:16:00,BF-001,BF-F006,Charging system malfunction,medium,Realigned coupling assembly,1.7,Tech-907
2025-01-31T13:49:00,RM-002,RM-F003,Roll surface spalling,high,Replaced bearing assembly,49.0,Tech-153
2025-02-02T18:44:00,BOF-002,BOF-F004,Slopping event,medium,Replaced damaged component,61.8,Tech-883
2025-02-05T04:38:00,RM-001,RM-F006,AGC calibration drift,low,Realigned coupling assembly,67.6,Tech-417
2025-02-07T02:37:00,BOF-001,BOF-F006,Hood duct damage,low,Tightened connections and re-sealed,5.0,Tech-778
2025-02-07T18:36:00,CC-002,CC-F001,Breakout event,critical,Replaced filter cartridge,2.4,Tech-758
2025-02-09T20:19:00,BOF-001,BOF-F001,Refractory hot spot,critical,Realigned coupling assembly,50.5,Tech-339
2025-02-10T07:35:00,LF-001,LF-F002,Ladle refractory failure,critical,Replaced bearing assembly,55.9,Tech-489
2025-02-10T10:01:00,RM-002,RM-F005,Motor insulation degradation,high,Replaced filter cartridge,20.0,Tech-561
2025-02-10T22:12:00,LF-001,LF-F004,Roof water leak,critical,Performed emergency repair,42.8,Tech-950
2025-02-10T23:02:00,RM-002,RM-F001,Main motor bearing failure,critical,Recalibrated sensors,1.8,Tech-179
2025-02-14T17:32:00,LF-001,LF-F004,Roof water leak,critical,Realigned coupling assembly,30.4,Tech-137
2025-02-16T11:02:00,RM-002,RM-F007,Coolant nozzle blockage,low,Recalibrated sensors,4.2,Tech-675
2025-02-16T22:18:00,RM-003,RM-F003,Roll surface spalling,high,Replaced cooling element,9.6,Tech-530
2025-02-18T23:10:00,RM-003,RM-F003,Roll surface spalling,high,Conducted hot repair of refractory,66.2,Tech-737
2025-02-19T14:36:00,BF-002,BF-F003,Burden hanging,high,Cleaned and flushed system,71.3,Tech-331
2025-02-19T21:32:00,RM-001,RM-F002,Gear coupling misalignment,high,Realigned coupling assembly,55.5,Tech-806
2025-02-20T15:30:00,BOF-002,BOF-F002,Lance tip erosion,high,Cleaned and flushed system,62.3,Tech-160
2025-02-22T03:08:00,RM-001,RM-F006,AGC calibration drift,low,Replaced damaged component,68.2,Tech-411
2025-02-22T05:49:00,BF-001,BF-F003,Burden hanging,high,Adjusted operating parameters,55.3,Tech-846
2025-02-22T21:31:00,BF-002,BF-F007,Dust catcher overflow,low,Adjusted operating parameters,45.8,Tech-347
2025-02-24T13:52:00,CC-001,CC-F005,Tundish nozzle erosion,medium,Tightened connections and re-sealed,5.8,Tech-424
2025-02-28T10:59:00,BF-002,BF-F003,Burden hanging,high,Applied weld overlay repair,36.8,Tech-940
2025-02-28T12:28:00,LF-001,LF-F003,Porous plug blockage,medium,Performed emergency repair,45.8,Tech-887
2025-02-28T13:21:00,BOF-002,BOF-F001,Refractory hot spot,critical,Replaced cooling element,33.8,Tech-163
2025-03-01T23:06:00,CC-001,CC-F004,Roll misalignment,medium,Replaced bearing assembly,31.0,Tech-781
2025-03-02T05:42:00,RM-002,RM-F002,Gear coupling misalignment,high,Replaced filter cartridge,6.6,Tech-469
2025-03-02T19:38:00,BOF-002,BOF-F001,Refractory hot spot,critical,Applied weld overlay repair,44.7,Tech-894
2025-03-05T07:20:00,BF-001,BF-F005,Gas leak at top seal,medium,Cleaned and flushed system,30.3,Tech-837
2025-03-05T18:47:00,RM-002,RM-F006,AGC calibration drift,low,Realigned coupling assembly,11.5,Tech-524
2025-03-06T11:34:00,BOF-001,BOF-F004,Slopping event,medium,Replaced filter cartridge,12.9,Tech-582
2025-03-08T10:17:00,BOF-001,BOF-F006,Hood duct damage,low,Adjusted operating parameters,15.9,Tech-881
2025-03-10T17:24:00,CC-001,CC-F006,Spray nozzle blockage,low,Cleaned and flushed system,18.2,Tech-454
2025-03-12T05:44:00,RM-001,RM-F004,Hydraulic oil contamination,medium,Conducted hot repair of refractory,25.6,Tech-143
2025-03-12T17:28:00,LF-001,LF-F005,Hydraulic roof lift failure,medium,Adjusted operating parameters,53.7,Tech-586
2025-03-13T16:20:00,LF-001,LF-F004,Roof water leak,critical,Performed emergency repair,29.2,Tech-197
2025-03-13T17:31:00,BOF-001,BOF-F006,Hood duct damage,low,Replaced damaged component,70.0,Tech-758
2025-03-14T05:39:00,RM-002,RM-F007,Coolant nozzle blockage,low,Adjusted operating parameters,56.6,Tech-933
2025-03-15T08:33:00,BF-001,BF-F003,Burden hanging,high,Performed emergency repair,19.3,Tech-690
2025-03-15T18:25:00,RM-002,RM-F005,Motor insulation degradation,high,Realigned coupling assembly,46.3,Tech-396
2025-03-16T03:00:00,RM-002,RM-F007,Coolant nozzle blockage,low,Performed emergency repair,19.0,Tech-622
2025-03-16T05:06:00,BF-001,BF-F005,Gas leak at top seal,medium,Performed emergency repair,38.0,Tech-346
2025-03-18T03:47:00,BF-002,BF-F001,Tuyere burnout,critical,Realigned coupling assembly,27.1,Tech-233
2025-03-19T23:25:00,BOF-001,BOF-F005,Tap hole blockage,medium,Conducted hot repair of refractory,2.6,Tech-799
2025-03-20T11:46:00,BF-001,BF-F001,Tuyere burnout,critical,Applied weld overlay repair,22.9,Tech-720
2025-03-21T08:40:00,RM-002,RM-F005,Motor insulation degradation,high,Applied weld overlay repair,68.3,Tech-176
2025-03-23T03:15:00,RM-002,RM-F001,Main motor bearing failure,critical,Recalibrated sensors,42.6,Tech-636
2025-03-24T01:08:00,BOF-001,BOF-F005,Tap hole blockage,medium,Performed emergency repair,17.4,Tech-760
2025-03-24T01:26:00,LF-001,LF-F002,Ladle refractory failure,critical,Replaced bearing assembly,48.9,Tech-343
2025-03-24T14:33:00,BOF-002,BOF-F006,Hood duct damage,low,Replaced cooling element,44.1,Tech-472
2025-03-28T14:43:00,RM-002,RM-F004,Hydraulic oil contamination,medium,Cleaned and flushed system,37.0,Tech-912
2025-03-28T17:45:00,BOF-001,BOF-F006,Hood duct damage,low,Recalibrated sensors,40.6,Tech-214
2025-03-29T06:05:00,BOF-001,BOF-F004,Slopping event,medium,Performed emergency repair,10.5,Tech-226
2025-03-29T21:27:00,BF-002,BF-F003,Burden hanging,high,Conducted hot repair of refractory,43.9,Tech-524
2025-03-30T02:36:00,RM-002,RM-F003,Roll surface spalling,high,Adjusted operating parameters,38.4,Tech-507
2025-03-30T05:44:00,LF-002,LF-F001,Electrode breakage,high,Applied temporary fix; permanent repair scheduled,65.1,Tech-147
2025-03-31T02:51:00,BOF-001,BOF-F006,Hood duct damage,low,Replaced filter cartridge,69.7,Tech-427
2025-03-31T07:54:00,BOF-002,BOF-F004,Slopping event,medium,Replaced bearing assembly,7.6,Tech-802
2025-04-02T16:45:00,BF-002,BF-F005,Gas leak at top seal,medium,Replaced bearing assembly,6.1,Tech-677
2025-04-04T18:17:00,RM-003,RM-F002,Gear coupling misalignment,high,Applied weld overlay repair,62.7,Tech-877
2025-04-04T21:59:00,LF-001,LF-F005,Hydraulic roof lift failure,medium,Tightened connections and re-sealed,46.5,Tech-739
2025-04-05T14:43:00,LF-002,LF-F001,Electrode breakage,high,Replaced cooling element,25.1,Tech-999
2025-04-05T18:27:00,LF-001,LF-F002,Ladle refractory failure,critical,Recalibrated sensors,0.8,Tech-319
2025-04-06T14:19:00,CC-002,CC-F004,Roll misalignment,medium,Tightened connections and re-sealed,71.3,Tech-412
2025-04-08T08:14:00,RM-002,RM-F003,Roll surface spalling,high,Performed emergency repair,68.0,Tech-239
2025-04-10T23:38:00,CC-001,CC-F002,Mold sticking detected,high,Replaced bearing assembly,30.2,Tech-662
2025-04-13T19:11:00,RM-002,RM-F003,Roll surface spalling,high,Replaced filter cartridge,51.0,Tech-404
2025-04-15T00:07:00,BF-002,BF-F006,Charging system malfunction,medium,Adjusted operating parameters,32.1,Tech-100
2025-04-15T22:09:00,RM-003,RM-F003,Roll surface spalling,high,Recalibrated sensors,13.1,Tech-634
2025-04-17T05:03:00,RM-003,RM-F002,Gear coupling misalignment,high,Applied temporary fix; permanent repair scheduled,27.6,Tech-316
2025-04-17T22:13:00,BF-001,BF-F006,Charging system malfunction,medium,Conducted hot repair of refractory,57.5,Tech-951
2025-04-18T21:51:00,BF-001,BF-F005,Gas leak at top seal,medium,Applied temporary fix; permanent repair scheduled,52.2,Tech-505
2025-04-20T06:21:00,RM-003,RM-F004,Hydraulic oil contamination,medium,Tightened connections and re-sealed,10.8,Tech-982
2025-04-25T06:23:00,RM-001,RM-F007,Coolant nozzle blockage,low,Replaced filter cartridge,68.2,Tech-551
2025-04-25T10:58:00,CC-001,CC-F001,Breakout event,critical,Cleaned and flushed system,27.0,Tech-523
2025-04-25T14:39:00,BOF-001,BOF-F006,Hood duct damage,low,Replaced damaged component,65.3,Tech-119
2025-04-26T07:12:00,BF-001,BF-F007,Dust catcher overflow,low,Conducted hot repair of refractory,25.5,Tech-940
2025-04-29T07:54:00,RM-003,RM-F002,Gear coupling misalignment,high,Cleaned and flushed system,22.0,Tech-824
2025-05-01T00:23:00,LF-001,LF-F003,Porous plug blockage,medium,Replaced bearing assembly,48.7,Tech-526
2025-05-02T20:45:00,CC-002,CC-F002,Mold sticking detected,high,Conducted hot repair of refractory,32.5,Tech-117
2025-05-03T00:22:00,LF-001,LF-F004,Roof water leak,critical,Applied temporary fix; permanent repair scheduled,54.4,Tech-973
2025-05-03T10:59:00,BOF-001,BOF-F002,Lance tip erosion,high,Cleaned and flushed system,1.0,Tech-492
2025-05-04T03:52:00,RM-001,RM-F007,Coolant nozzle blockage,low,Performed emergency repair,29.2,Tech-175
2025-05-05T06:12:00,LF-002,LF-F003,Porous plug blockage,medium,Replaced cooling element,19.9,Tech-675
2025-05-05T06:55:00,CC-002,CC-F002,Mold sticking detected,high,Replaced bearing assembly,22.2,Tech-115
2025-05-05T20:11:00,LF-002,LF-F004,Roof water leak,critical,Applied weld overlay repair,10.1,Tech-833
2025-05-06T11:35:00,CC-001,CC-F003,SEN clogging,high,Applied weld overlay repair,52.1,Tech-394
2025-05-09T21:31:00,LF-001,LF-F005,Hydraulic roof lift failure,medium,Replaced damaged component,1.0,Tech-664
2025-05-10T11:21:00,CC-001,CC-F005,Tundish nozzle erosion,medium,Replaced cooling element,55.0,Tech-486
2025-05-10T14:27:00,LF-002,LF-F003,Porous plug blockage,medium,Realigned coupling assembly,42.9,Tech-430
2025-05-11T10:57:00,BOF-001,BOF-F005,Tap hole blockage,medium,Replaced filter cartridge,55.0,Tech-147
2025-05-13T04:12:00,RM-003,RM-F006,AGC calibration drift,low,Applied temporary fix; permanent repair scheduled,16.1,Tech-159
2025-05-13T16:42:00,LF-002,LF-F005,Hydraulic roof lift failure,medium,Applied temporary fix; permanent repair scheduled,3.7,Tech-504
2025-05-14T17:02:00,RM-002,RM-F006,AGC calibration drift,low,Tightened connections and re-sealed,5.4,Tech-746
2025-05-15T08:57:00,RM-001,RM-F005,Motor insulation degradation,high,Replaced damaged component,7.1,Tech-533
2025-05-16T19:26:00,LF-002,LF-F001,Electrode breakage,high,Applied temporary fix; permanent repair scheduled,2.8,Tech-479
2025-05-17T06:07:00,LF-001,LF-F003,Porous plug blockage,medium,Adjusted operating parameters,61.5,Tech-562
2025-05-18T02:30:00,RM-003,RM-F006,AGC calibration drift,low,Replaced bearing assembly,29.7,Tech-428
2025-05-20T00:23:00,BOF-001,BOF-F002,Lance tip erosion,high,Replaced cooling element,41.4,Tech-578
2025-05-23T14:32:00,LF-002,LF-F001,Electrode breakage,high,Replaced bearing assembly,4.5,Tech-979
2025-05-23T22:31:00,RM-002,RM-F002,Gear coupling misalignment,high,Replaced bearing assembly,66.6,Tech-631
2025-05-24T18:09:00,LF-001,LF-F002,Ladle refractory failure,critical,Cleaned and flushed system,33.5,Tech-360
2025-05-26T12:56:00,RM-002,RM-F002,Gear coupling misalignment,high,Replaced filter cartridge,33.3,Tech-371
2025-05-26T13:41:00,BOF-001,BOF-F001,Refractory hot spot,critical,Applied weld overlay repair,24.2,Tech-978
2025-05-28T19:58:00,BOF-002,BOF-F004,Slopping event,medium,Conducted hot repair of refractory,62.9,Tech-853
2025-05-30T07:39:00,BF-002,BF-F004,Hearth erosion detected,critical,Replaced damaged component,52.5,Tech-987
2025-06-01T06:36:00,BF-002,BF-F001,Tuyere burnout,critical,Replaced cooling element,11.2,Tech-435
2025-06-01T20:31:00,RM-003,RM-F005,Motor insulation degradation,high,Recalibrated sensors,49.5,Tech-525
2025-06-03T12:29:00,BF-002,BF-F005,Gas leak at top seal,medium,Tightened connections and re-sealed,40.1,Tech-910
2025-06-03T16:35:00,BF-002,BF-F005,Gas leak at top seal,medium,Replaced damaged component,28.4,Tech-581
2025-06-03T19:12:00,LF-002,LF-F003,Porous plug blockage,medium,Adjusted operating parameters,27.2,Tech-265
2025-06-07T03:36:00,LF-001,LF-F004,Roof water leak,critical,Performed emergency repair,19.7,Tech-656
2025-06-08T03:22:00,RM-001,RM-F002,Gear coupling misalignment,high,Recalibrated sensors,8.4,Tech-794
2025-06-08T13:06:00,CC-002,CC-F005,Tundish nozzle erosion,medium,Replaced damaged component,6.9,Tech-667
2025-06-10T00:42:00,RM-003,RM-F007,Coolant nozzle blockage,low,Replaced cooling element,33.5,Tech-155
2025-06-11T04:20:00,BOF-001,BOF-F005,Tap hole blockage,medium,Tightened connections and re-sealed,23.3,Tech-502
2025-06-11T12:52:00,RM-002,RM-F003,Roll surface spalling,high,Replaced cooling element,34.3,Tech-137
2025-06-11T23:17:00,BF-002,BF-F004,Hearth erosion detected,critical,Realigned coupling assembly,67.4,Tech-477
2025-06-12T01:25:00,BOF-001,BOF-F002,Lance tip erosion,high,Performed emergency repair,63.2,Tech-986
2025-06-12T03:18:00,CC-002,CC-F001,Breakout event,critical,Performed emergency repair,55.1,Tech-379
2025-06-13T06:05:00,CC-002,CC-F001,Breakout event,critical,Cleaned and flushed system,52.0,Tech-600
2025-06-15T09:54:00,BOF-002,BOF-F003,Trunnion bearing overheating,high,Performed emergency repair,18.4,Tech-750
2025-06-15T20:28:00,BOF-001,BOF-F004,Slopping event,medium,Applied temporary fix; permanent repair scheduled,13.5,Tech-699
2025-06-20T15:56:00,RM-001,RM-F004,Hydraulic oil contamination,medium,Adjusted operating parameters,61.4,Tech-579
2025-06-21T10:44:00,LF-002,LF-F004,Roof water leak,critical,Recalibrated sensors,29.7,Tech-407
2025-06-23T01:42:00,CC-002,CC-F006,Spray nozzle blockage,low,Replaced bearing assembly,63.2,Tech-732
2025-06-23T08:52:00,BOF-002,BOF-F005,Tap hole blockage,medium,Replaced bearing assembly,19.6,Tech-506
2025-06-24T19:27:00,BOF-001,BOF-F003,Trunnion bearing overheating,high,Cleaned and flushed system,66.9,Tech-873
2025-06-25T08:35:00,LF-001,LF-F004,Roof water leak,critical,Replaced damaged component,49.1,Tech-217
2025-06-27T11:27:00,RM-002,RM-F004,Hydraulic oil contamination,medium,Realigned coupling assembly,39.9,Tech-460
2025-06-27T17:38:00,CC-001,CC-F006,Spray nozzle blockage,low,Replaced bearing assembly,68.4,Tech-553
2025-06-29T04:08:00,CC-001,CC-F001,Breakout event,critical,Replaced filter cartridge,34.5,Tech-662
2025-06-29T22:14:00,BOF-001,BOF-F004,Slopping event,medium,Replaced cooling element,40.4,Tech-784
